topic url,topic name,father topics,topic description
https://www.wikihow.com/Category:Guinea-Pigs,Guinea Pigs,"['root', 'Pets and Animals', 'Rodents']","Raise a healthy and happy guinea pig with the help of wikiHow’s Guinea Pigs articles! Get expert-reviewed advice on how to buy a guinea pig, give them plenty of exercise, keep them and their cage smelling fresh, and much more. Learn what you need to know to help your guinea pig live a long life, and care for it from the baby stage through old age!"
https://www.wikihow.com/Category:Hamsters,Hamsters,"['root', 'Pets and Animals', 'Rodents']","Give your hamster the care it needs with the help of wikiHow’s Hamsters category! Learn all about hamster needs so you can determine if a hamster is right for you before you prepare yourself and your home for your new pet. Once you have a hamster, follow expert-reviewed advice on playing with your hamster, giving it exercise, walking your hamster, and much more!"
https://www.wikihow.com/Category:Mice-and-Rats,Mice and Rats,"['root', 'Pets and Animals', 'Rodents']","Learn everything you want about Mice and Rats with the wikiHow Mice and Rats Category. Learn about topics such as How to Remove a Live Mouse from a Sticky Trap, How to Care for Baby Mice, How to Catch and Look After Wild Mice, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Big-Cats,Big Cats,"['root', 'Pets and Animals', 'Wildlife']","Learn everything you want about Big Cats with the wikiHow Big Cats Category. Learn about topics such as How to Survive a Leopard Attack, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Cetaceans,Cetaceans,"['root', 'Pets and Animals', 'Wildlife']","Learn everything you want about Cetaceans with the wikiHow Cetaceans Category. Learn about topics such as How to Why Do Whales Breach, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Creating-Habitats-for-Wildlife,Creating Habitats for Wildlife,"['root', 'Pets and Animals', 'Wildlife']","Learn everything you want about Creating Habitats for Wildlife with the wikiHow Creating Habitats for Wildlife Category. Learn about topics such as How to Attract Bats to a Bat House, How to Build a Frog Pond, How to Build a Vivarium, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Marsupials,Marsupials,"['root', 'Pets and Animals', 'Wildlife']","Learn everything you want about Marsupials with the wikiHow Marsupials Category. Learn about topics such as How to Possum vs Opossum, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Wild-Birds,Wild Birds,"['root', 'Pets and Animals', 'Wildlife']","Learn everything you want about Wild Birds with the wikiHow Wild Birds Category. Learn about topics such as How to Survive an Encounter with an Ostrich, How to Care for an Injured Wild Bird That Cannot Fly, How to Care for a Bird, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Faith-and-Marriage,Faith and Marriage,"['root', 'Philosophy and Religion', 'Faith and Belief']","Learn everything you want about Faith and Marriage with the wikiHow Faith and Marriage Category. Learn about topics such as How to Reconnect with Your Spouse After Infidelity, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Intuition,Intuition,"['root', 'Philosophy and Religion', 'Faith and Belief']","Learn everything you want about Intuition with the wikiHow Intuition Category. Learn about topics such as How to What Does It Mean when a Butterfly Lands on You, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Prayer,Prayer,"['root', 'Philosophy and Religion', 'Faith and Belief']","Learn everything you want about Prayer with the wikiHow Prayer Category. Learn about topics such as How to Pray Janazah, How to Pray, How to Fast and Pray for a Breakthrough, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Attention-and-Concentration,Attention and Concentration,"['root', 'Philosophy and Religion', 'Mindfulness']","Learn everything you want about Attention and Concentration with the wikiHow Attention and Concentration Category. Learn about topics such as How to Increase Your Attention Span, How to Stay Focused, How to Is Meditation a Sin, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Mindful-Eating,Mindful Eating,"['root', 'Philosophy and Religion', 'Mindfulness']","Learn everything you want about Mindful Eating with the wikiHow Mindful Eating Category. Learn about topics such as How to Feel Less Full, How to Eat Slowly, How to Eat Small Portions During Meals, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Astrology,Astrology,"['root', 'Philosophy and Religion', 'Paranormal Beliefs']","Learn everything you want about Astrology with the wikiHow Astrology Category. Learn about topics such as How to Know Your Horoscope, How to Are Scorpios Compatible with Aquarius, How to 333 Angel Number Meaning in Love, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Card-Reading,Card Reading,"['root', 'Philosophy and Religion', 'Paranormal Beliefs']","Learn everything you want about Card Reading with the wikiHow Card Reading Category. Learn about topics such as How to Use Playing Cards As Tarot Cards, How to Set up Tarot Cards, How to Cleanse Tarot Cards, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Ghosts,Ghosts,"['root', 'Philosophy and Religion', 'Paranormal Beliefs']","Learn everything you want about Ghosts with the wikiHow Ghosts Category. Learn about topics such as How to Talk to the Dead, How to Perform a Séance, How to Get a Ghost out of Your House, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Paranormal-Magic,Paranormal Magic,"['root', 'Philosophy and Religion', 'Paranormal Beliefs']","Are you fascinated by spells, witchcraft, and the dark arts? The step-by-step articles in wikiHow’s Paranormal Magic category can help you explore your interest in magic, whether you're interested in voodoo, witchcraft, or another form of the occult. Learn how to be a witch, cast spells, remove curses, and more!"
https://www.wikihow.com/Category:Superstitions,Superstitions,"['root', 'Philosophy and Religion', 'Paranormal Beliefs']","Learn everything you want about Superstitions with the wikiHow Superstitions Category. Learn about topics such as How to What Does It Mean when Your Right Hand Itches, How to Find My Angel Number, How to Sanpaku Eyes Death, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Positive-and-Reflective-Lifestyles,Positive and Reflective Lifestyles,"['root', 'Philosophy and Religion', 'Philosophy']","Learn everything you want about Positive and Reflective Lifestyles with the wikiHow Positive and Reflective Lifestyles Category. Learn about topics such as How to Preserve Your Culture, How to Live A Happy Life, How to Live Life to the Fullest, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Thinking-Skills,Thinking Skills,"['root', 'Philosophy and Religion', 'Philosophy']","Learn everything you want about Thinking Skills with the wikiHow Thinking Skills Category. Learn about topics such as How to Understand What You Read, How to Use Reverse Psychology, How to Think, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Buddhism,Buddhism,"['root', 'Philosophy and Religion', 'Religion']","Learn everything you want about Buddhism with the wikiHow Buddhism Category. Learn about topics such as How to Become a Buddhist, How to Become a Buddhist Monk, How to Become Enlightened, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Christianity,Christianity,"['root', 'Philosophy and Religion', 'Religion']","Grow closer to God with the help of wikiHow’s Christianity articles. Learn how to get baptized, or find advice on how to read the Bible, pray to Jesus, evangelize to others, and more. Our 300+ how-to articles can help you get the information you need to follow Jesus and walk in the Holy Spirit."
https://www.wikihow.com/Category:Hinduism,Hinduism,"['root', 'Philosophy and Religion', 'Religion']","Learn everything you want about Hinduism with the wikiHow Hinduism Category. Learn about topics such as How to Know Your Zodiac Sign According to Hindu, How to Which Planets Are Friends in Astrology, How to Access Akashic Records, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Islam,Islam,"['root', 'Philosophy and Religion', 'Religion']","Whether you're a Muslim looking to become stronger in your faith or simply interested in learning about this ancient, widespread religion, wikiHow's Islam category is here to help. Our articles cover a range of topics, from wearing an Ihram to greeting others in Islam. Learn how to perform Hajj, perform Tayammum, give Dawah, and more."
https://www.wikihow.com/Category:Judaism,Judaism,"['root', 'Philosophy and Religion', 'Religion']","Learn everything you want about Judaism with the wikiHow Judaism Category. Learn about topics such as How to Write a Prayer Letter to God, How to Hang a Mezuzah, How to Wear a Yarmulke, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Nature-%26-Pagan-Beliefs,Nature & Pagan Beliefs,"['root', 'Philosophy and Religion', 'Religion']","Learn everything you want about Nature & Pagan Beliefs with the wikiHow Nature & Pagan Beliefs Category. Learn about topics such as How to Cast a Circle, How to Set up a Simple Pagan or Wiccan Altar, How to Find Your Spirit Animal, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Taoism,Taoism,"['root', 'Philosophy and Religion', 'Religion']","Learn everything you want about Taoism with the wikiHow Taoism Category. Learn about topics such as How to Become a Taoist, How to Understand the Tao Te Ching, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Self-Esteem,Self Esteem,"['root', 'Philosophy and Religion', 'Self Discovery']","Learn everything you want about Self Esteem with the wikiHow Self Esteem Category. Learn about topics such as How to Respect Yourself, How to Love Yourself, How to Practice Self Care, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Asking-Someone-Out,Asking Someone Out,"['root', 'Relationships', 'Dating']","Learn everything you want about Asking Someone Out with the wikiHow Asking Someone Out Category. Learn about topics such as How to Signs the Universe Wants You to Be with Someone, How to Shoot Your Shot with a Girl, How to Ask a Coworker on a Date, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Astrology-Relationships,Astrology Relationships,"['root', 'Relationships', 'Dating']","Whether you're looking to attract a Taurus man or date a Leo woman, your answers might be in the stars. Check out wikiHow's Astrology Relationships category for love and dating tips on every astrological sign. Get advice on how to make a Libra man fall in love, love a Scorpio woman, end a relationship with a Capricorn, and more."
https://www.wikihow.com/Category:Dealing-with-Unwanted-Dates,Dealing with Unwanted Dates,"['root', 'Relationships', 'Dating']","Learn everything you want about Dealing with Unwanted Dates with the wikiHow Dealing with Unwanted Dates Category. Learn about topics such as How to Reject a Guy Nicely over Text, How to Tell Someone You Don't Want to Go on Another Date, How to Tell a Guy You Don't Like Him, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Family-Friends-and-Dating,Family Friends and Dating,"['root', 'Relationships', 'Dating']","Learn everything you want about Family Friends and Dating with the wikiHow Family Friends and Dating Category. Learn about topics such as How to What Should You Do if Your Parents Disapprove of Your Relationship, How to Differentiate Between Love and Friendship, How to What Are Some Topics to Talk About when Meeting His Parents, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Getting-a-Boyfriend,Getting a Boyfriend,"['root', 'Relationships', 'Dating']","Learn everything you want about Getting a Boyfriend with the wikiHow Getting a Boyfriend Category. Learn about topics such as How to Tell if a Guy Likes You As More Than a Friend, How to Get a Boyfriend, How to Get a Boyfriend in Three Weeks, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Getting-a-Date,Getting a Date,"['root', 'Relationships', 'Dating']","Getting a date can be difficult and intimidating, but you can do so confidently with the help of wikiHow's Getting a Date category. Learn how to get a guy to like you or make a girl fall for you. When you're ready, ask that special someone out, plan the perfect outing, start a relationship with them, and more with our 490+ articles."
https://www.wikihow.com/Category:Getting-a-Girlfriend,Getting a Girlfriend,"['root', 'Relationships', 'Dating']","Learn everything you want about Getting a Girlfriend with the wikiHow Getting a Girlfriend Category. Learn about topics such as How to Ask a Girl Out Over Text, How to Get a Girlfriend Fast, How to Get a Girl to Like You when She Has a Boyfriend, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Ideas-for-Dates,Ideas for Dates,"['root', 'Relationships', 'Dating']","Whether you're planning your first date or your fiftieth date, wikiHow's Ideas for Dates category can help you plan something perfect! Our how-to articles offer a variety of ideas, including romantic picnics, dates at the zoo, budget evening dates, and more. With a little pre-date planning, you can have the best date ever!"
https://www.wikihow.com/Category:Kissing,Kissing,"['root', 'Relationships', 'Dating']","Whether you’re getting ready for your first kiss or looking to improve on your technique, the wikiHow Kissing category has all the tips you need! Learn how to tell when the moment is right, where to put your hands, how to go in for a French kiss, and more. No matter what your current skill level is, you can master kissing with the right partner and just a little practice!"
https://www.wikihow.com/Category:Long-Distance-Relationships,Long Distance Relationships,"['root', 'Relationships', 'Dating']","Making a long distance relationship work might seem hard, but wikiHow's Long Distance Relationships category can help you work through the challenges. Our expert-reviewed articles can show you how to establish a long distance relationship, keep a long distance relationship exciting, cope with missing your significant other, and more."
https://www.wikihow.com/Category:Long-Term-Dating,Long Term Dating,"['root', 'Relationships', 'Dating']","Find answers to your relationship questions with wikiHow’s Long Term Dating articles! Our 100+ step-by-step articles can help you grow closer to your partner and figure out if your relationship will last. Get expert advice on spending quality time together, forming a strong bond, encouraging your significant other to treat you right, and more."
https://www.wikihow.com/Category:Love-and-Romance,Love and Romance,"['root', 'Relationships', 'Dating']","Learn what you need to know to love your partner and be romantic with wikiHow's Love and Romance category! Whether you're still trying to figure out if you're in love or need advice on how to say ""I love you"" to that special someone, our how-to articles have plenty of tips. Get expert-approved advice on coaxing someone to fall in love with you, expressing your love in words and actions, maintaining the romance in a relationship, and more."
https://www.wikihow.com/Category:Online-Dating,Online Dating,"['root', 'Relationships', 'Dating']","Learn everything you want about Online Dating with the wikiHow Online Dating Category. Learn about topics such as How to Best Hinge Prompts, How to Answer ""Tell Me About Yourself"" on a Dating App, How to Impress a Girl on WhatsApp, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Seduction,Seduction,"['root', 'Relationships', 'Dating']","Learn everything you want about Seduction with the wikiHow Seduction Category. Learn about topics such as How to Signs a Woman Is Sexually Attracted to You, How to Be Sexually Attractive, How to Tell Her She's Sexy, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Best-Friends,Best Friends,"['root', 'Relationships', 'Friends']","Learn everything you want about Best Friends with the wikiHow Best Friends Category. Learn about topics such as How to Make an Unknown Girl Into Your Best Friend, How to Tell if Your Best Friend Loves You, How to Tell Your Best Friend You ""Like Like"" Them, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Changing-and-Losing-Friends,Changing and Losing Friends,"['root', 'Relationships', 'Friends']","Growing apart from friends is a natural part of life, but that doesn’t mean it’s always easy. wikiHow’s Changing and Losing Friends category can help you cope with losing friends. Get expert-reviewed advice on topics like ending toxic friendships and dealing with a friend moving away. Find advice on recovering from a friendship breakup, getting better friends, finding long lost friends, and more."
https://www.wikihow.com/Category:Enjoying-Friendship,Enjoying Friendship,"['root', 'Relationships', 'Friends']","Learn everything you want about Enjoying Friendship with the wikiHow Enjoying Friendship Category. Learn about topics such as How to Places to Hang Out with Friends, How to Start a Conversation with New Friends, How to Have Fun with Your Friends (Guys), and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Forming-Friendships,Forming Friendships,"['root', 'Relationships', 'Friends']","Learn everything you want about Forming Friendships with the wikiHow Forming Friendships Category. Learn about topics such as How to Make Friends, How to Start a Friends With Benefits Relationship, How to Be Good Friends With a Girl (Guys), and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Handling-Friendship-Problems,Handling Friendship Problems,"['root', 'Relationships', 'Friends']","If you need help fixing broken friendships or coping with a lack of friends, wikiHow's Handling Friendship Problems category can help. Learn to figure out if your friends are jealous of you or using you, and get expert advice on preventing yourself from falling for a friend, stopping fights between friends, and more."
https://www.wikihow.com/Category:Supporting-Friends,Supporting Friends,"['root', 'Relationships', 'Friends']","Learn everything you want about Supporting Friends with the wikiHow Supporting Friends Category. Learn about topics such as How to Comfort a Girl on Her Period over Text, How to Comfort a Friend After a Breakup Through Text, How to What to Say when Someone's Dog Dies, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:School-Leadership,School Leadership,"['root', 'Relationships', 'Leadership']","Learn everything you want about School Leadership with the wikiHow School Leadership Category. Learn about topics such as How to Write a Student Council Speech, How to Improve Your School, How to Be a Good Leader at School, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Sports-Leadership,Sports Leadership,"['root', 'Relationships', 'Leadership']","Learn everything you want about Sports Leadership with the wikiHow Sports Leadership Category. Learn about topics such as How to Be an NFL Coach, How to Be a Successful Cricket Captain, How to Be a Good Team Captain, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Coming-Out-as-LGBT,Coming Out as LGBT,"['root', 'Relationships', 'LGBT']","Learn everything you want about Coming Out as LGBT with the wikiHow Coming Out as LGBT Category. Learn about topics such as How to Drop Hints That You're LGBT, How to Come Out As Transgender, How to Tell Your Parents You Are Bisexual, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Friends-and-Family-of-LGBT,Friends and Family of LGBT,"['root', 'Relationships', 'LGBT']","Learn everything you want about Friends and Family of LGBT with the wikiHow Friends and Family of LGBT Category. Learn about topics such as How to Discreetly Find out if Someone You Know Is Gay, How to Tell if Your Guy Friend Is Gay, How to Know if Your Date is Transgender, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Gender-Expression,Gender Expression,"['root', 'Relationships', 'LGBT']","Explore your gender identity with the help of wikiHow’s Gender Expression articles. Get practical instruction on dealing with gender dysphoria and expressing your gender identity, from crossdressing tips and suggestions on choosing a new name, to advice on coping if you're unable to transition. Whatever questions you have, we’re here to help!"
https://www.wikihow.com/Category:LGBT-Dating,LGBT Dating,"['root', 'Relationships', 'LGBT']","Whether you're out or still keeping your sexual orientation private, LGBT dating can be exciting, fun, nerve-wracking, and difficult—all at the same time! wikiHow's LGBT Dating articles are here for all the ups and downs. Learn how to pick up gay men or ask out a girl out as a lesbian, or read advice on how to date a transgender person, support an asexual partner, and more."
https://www.wikihow.com/Category:LGBT-Identity,LGBT Identity,"['root', 'Relationships', 'LGBT']","Learn everything you want about LGBT Identity with the wikiHow LGBT Identity Category. Learn about topics such as How to Know if You Are Gay, How to Be a Lesbian, How to Drop Hints That You're LGBT, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Affection,Affection,"['root', 'Relationships', 'Love']","Learn everything you want about Affection with the wikiHow Affection Category. Learn about topics such as How to Flirty Knock Knock Jokes, How to Hug Romantically, How to Caress a Girl, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Falling-in-Love,Falling in Love,"['root', 'Relationships', 'Love']","Learn everything you want about Falling in Love with the wikiHow Falling in Love Category. Learn about topics such as How to Make Someone Fall in Love with You, How to Make a Man Fall in Love with You, How to Know if You're in Love, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:I-Love-You-in-Other-Languages,I Love You in Other Languages,"['root', 'Relationships', 'Love']","Learn everything you want about I Love You in Other Languages with the wikiHow I Love You in Other Languages Category. Learn about topics such as How to Say ""I Love You"" in Bengali, How to Say I Love You in Chinese, How to Say I Love You in Korean, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Romance,Romance,"['root', 'Relationships', 'Love']","Learn everything you want about Romance with the wikiHow Romance Category. Learn about topics such as How to How Much Do You Love Me Answer, How to Hug Romantically, How to Be Romantic in Bed, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:True-Love,True Love,"['root', 'Relationships', 'Love']","Learn everything you want about True Love with the wikiHow True Love Category. Learn about topics such as How to Know if Your Girlfriend Really Loves You, How to Choose the Right Man to Marry, How to Find Your Soulmate, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Social-Nuisances,Social Nuisances,"['root', 'Relationships', 'Managing Conflict and Difficult Interactions']","Learn everything you want about Social Nuisances with the wikiHow Social Nuisances Category. Learn about topics such as How to Deal With Dumb People, How to Deal With People Who Ignore You, How to How Does a Narcissist React when They Can't Control You, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Breaking-Up,Breaking Up,"['root', 'Relationships', 'Relationship Issues']","Breakups are hard, but wikiHow’s Breaking Up articles are here to help. Find advice on getting over a breakup and moving on with your life so you can be happy again. Learn how to break up with someone as painlessly as possible, accept a breakup after it happens, stay strong after a breakup, and much more with our 250+ helpful how-to articles."
https://www.wikihow.com/Category:Cheating-in-Relationships,Cheating in Relationships,"['root', 'Relationships', 'Relationship Issues']","Learn everything you want about Cheating in Relationships with the wikiHow Cheating in Relationships Category. Learn about topics such as How to Know if Your Girlfriend Is Cheating on You, How to Tell if Your Boyfriend Is Hiding Something on His Phone, How to Handle a Cheating Girlfriend, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Commitment-Issues,Commitment Issues,"['root', 'Relationships', 'Relationship Issues']","Commitment problems can make relationships difficult, but wikiHow’s Commitment Issues category can help you rescue your relationship. Whether you need help getting over your fear of commitment or your partner is the one with commitment phobia, our guides can help you work through these issues. Get expert advice on overcoming the fear of marriage, dealing with a love triangle, handling relationship disappointments, and more."
https://www.wikihow.com/Category:Former-Relationships,Former Relationships,"['root', 'Relationships', 'Relationship Issues']","Learning to act appropriately around your ex and avoid them as needed can be hard, but wikiHow's Former Relationships cagetory has lots of advice. Find tips on how to tell if your ex still cares and rekindle things with your ex if that's what you really want. If it's time to move on, get advice on how to stop loving your ex, forget about the relationship, handle any harrassment, and more."
https://www.wikihow.com/Category:Handling-Rejection,Handling Rejection,"['root', 'Relationships', 'Relationship Issues']","Rejection is never easy, but wikiHow’s Handling Rejection articles are here to help you deal with rejection and become a stronger person because of it. Get expert advice on losing your fear of rejection, dealing with unrequited love, coping with heartbreak, and more. You can also find tips on how to reject someone nicely or help a friend who's been rejected."
https://www.wikihow.com/Category:Clubs,Clubs,"['root', 'Relationships', 'Social Interactions']","Learn everything you want about Clubs with the wikiHow Clubs Category. Learn about topics such as How to Join Freemasonry, How to Start a Club, How to Join the Order of Eastern Star, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Compliments,Compliments,"['root', 'Relationships', 'Social Interactions']","Learn everything you want about Compliments with the wikiHow Compliments Category. Learn about topics such as How to Compliment Someone's Art, How to Compliment a Photographer on Instagram, How to Compliment a Song, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Etiquette,Etiquette,"['root', 'Relationships', 'Social Interactions']","Learn to be respectful and avoid uncomfortable situations with the help of wikiHow’s Etiquette category! Our step-by-step articles can guide you through all the rules and nuances of etiquette, whether you're trying to be a good house guest, decline a date, or practice national flag etiquette. From responding to birthday wishes to respecting your elders, we can answer all sorts of etiquette questions!"
https://www.wikihow.com/Category:Language-Nuances,Language Nuances,"['root', 'Relationships', 'Social Interactions']","Learn everything you want about Language Nuances with the wikiHow Language Nuances Category. Learn about topics such as How to Emojis Guys Use when They Love You, How to Keep a Straight Face, How to Not Be Annoying, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Manners,Manners,"['root', 'Relationships', 'Social Interactions']","Learn everything you want about Manners with the wikiHow Manners Category. Learn about topics such as How to What to Say when Your Boss Appreciates You, How to Respond to ""Thank You"", How to Have Good Manners, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Social-Gatherings,Social Gatherings,"['root', 'Relationships', 'Social Interactions']","Learn everything you want about Social Gatherings with the wikiHow Social Gatherings Category. Learn about topics such as How to Decide Whether to Go Out or Stay In, How to Meet New People, How to Avoid Being Socially Awkward, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Swings,Swings,"['root', 'Sports and Fitness', 'Children and Sports']","Learn everything you want about Swings with the wikiHow Swings Category. Learn about topics such as How to Anchor a Swing Set, How to Make a Rope Swing, How to Make a Tire Swing, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Archery,Archery,"['root', 'Sports and Fitness', 'Individual Sports']","Learn everything you want about Archery with the wikiHow Archery Category. Learn about topics such as How to Make a Bow and Arrow, How to Shoot an Arrow, How to String a Compound Bow, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Bowling,Bowling,"['root', 'Sports and Fitness', 'Individual Sports']","Learn everything you want about Bowling with the wikiHow Bowling Category. Learn about topics such as How to Bowl, How to Bowl Your Best Game Ever, How to Spin a Bowling Ball, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Canoeing-and-Kayaking,Canoeing and Kayaking,"['root', 'Sports and Fitness', 'Individual Sports']","Learn everything you want about Canoeing and Kayaking with the wikiHow Canoeing and Kayaking Category. Learn about topics such as How to Store a Kayak, How to Tell the Difference Between a Kayak and Canoe, How to Roll a Kayak, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Combat-Sports,Combat Sports,"['root', 'Sports and Fitness', 'Individual Sports']","Learn everything you want about Combat Sports with the wikiHow Combat Sports Category. Learn about topics such as How to Condition Your Knuckles, How to Build Punching Power, How to One Inch Punch, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Cue-Sports,Cue Sports,"['root', 'Sports and Fitness', 'Individual Sports']","Learn everything you want about Cue Sports with the wikiHow Cue Sports Category. Learn about topics such as How to Rack a Pool Table, How to Play Pool Like a Pro, How to Hold a Pool Cue, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Cycling,Cycling,"['root', 'Sports and Fitness', 'Individual Sports']","Learn everything you want about Cycling with the wikiHow Cycling Category. Learn about topics such as How to Ride a Bicycle, How to Adjust a Shimano Front Derailleur, How to Ride a Bike With Two People, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Golf,Golf,"['root', 'Sports and Fitness', 'Individual Sports']","Learn everything you want about Golf with the wikiHow Golf Category. Learn about topics such as How to Play Golf, How to Calculate Your Golf Handicap, How to Read a Golf Scorecard, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Gymnastics,Gymnastics,"['root', 'Sports and Fitness', 'Individual Sports']","Become more flexible, learn cool gymnastics moves and impress your coach with wikiHow’s Gymnastics category! Our 300+ step-by-step articles can help you work toward being a better gymnast while having fun along the way. Learn how to do cartwheels, backbends, front flips, and much more!"
https://www.wikihow.com/Category:Ice-Skating,Ice Skating,"['root', 'Sports and Fitness', 'Individual Sports']","Learn everything you want about Ice Skating with the wikiHow Ice Skating Category. Learn about topics such as How to Ice Skate, How to Sharpen Skates, How to Ice Skate Backwards, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Inline-and-Roller-Skating,Inline and Roller Skating,"['root', 'Sports and Fitness', 'Individual Sports']","Learn everything you want about Inline and Roller Skating with the wikiHow Inline and Roller Skating Category. Learn about topics such as How to Roller Skate, How to Rollerblade, How to Stop on Inline Skates, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Lawn-Games,Lawn Games,"['root', 'Sports and Fitness', 'Individual Sports']","Learn everything you want about Lawn Games with the wikiHow Lawn Games Category. Learn about topics such as How to Play Kubb, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Parkour,Parkour,"['root', 'Sports and Fitness', 'Individual Sports']","Learn everything you want about Parkour with the wikiHow Parkour Category. Learn about topics such as How to Do a Kip Up (Kick Up), How to Parkour, How to Get Started in Parkour or Free Running, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Racket-Sports,Racket Sports,"['root', 'Sports and Fitness', 'Individual Sports']","Learn everything you want about Racket Sports with the wikiHow Racket Sports Category. Learn about topics such as How to Play Badminton, How to Play Squash, How to Play Badminton Better, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Running,Running,"['root', 'Sports and Fitness', 'Individual Sports']","Learn everything you want about Running with the wikiHow Running Category. Learn about topics such as How to Exercise Your Shin Muscles, How to Clean Muddy Running Shoes, How to Run a Faster 800m, and more with our helpful step-by-step instructions with photos and videos."
https://www.wikihow.com/Category:Skateboarding,Skateboarding,"['root', 'Sports and Fitness', 'Individual Sports']","Learn everything you want about Skateboarding with the wikiHow Skateboarding Category. Learn about topics such as How to Determine if You're Regular or Goofy Foot, How to Build a Halfpipe or Ramp, How to Talk Like a Skater, and more with our helpful step-by-step instructions with photos and videos."
